Year	Antigua and Barbuda	Barbados	Belize	Canada	Costa Rica	Cuba	Dominica	Dominican Republic	El Salvador	Greenland	Grenada	Guatemala	Haiti	Honduras	Jamaica	Mexico	Nicaragua	Panama	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	The Bahamas	United States of America	Argentina	Bolivia	Brazil	Chile	Colombia	Ecuador	French Guiana	Guyana	Paraguay	Peru	Suriname	Trinidad and Tobago	Uruguay	Venezuela	Albania	Andorra	Austria	Belarus	Belgium	Bosnia and Herzegovina	Bulgaria	Croatia	Czechia	Denmark (Europe)	Estonia	Finland	France (Europe)	Germany	Greece	Hungary	Iceland	Ireland	Italy	Kosovo	Latvia	Liechtenstein	Lithuania	Luxembourg	Macedonia	Malta	Moldova	Monaco	Montenegro	Netherlands	Norway	Poland	Portugal	Republic of Serbia	Romania	San Marino	Slovakia	Slovenia	Spain	Sweden	Switzerland	Ukraine	United Kingdom (Europe)	Algeria	Angola	Benin	Botswana	Burkina Faso	Burundi	Cabo Verde	Cameroon	Central African Republic	Chad	Comoros	Democratic Republic of the Congo	Djibouti	Equatorial Guinea	Eritrea	Eswatini	Ethiopia	Gabon	Gambia	Ghana	Guinea	Guinea-Bissau	Ivory Coast	Kenya	Lesotho	Liberia	Libya	Madagascar	Malawi	Mali	Mauritania	Mauritius	Morocco	Mozambique	Namibia	Niger	Nigeria	Republic of the Congo	Rwanda	Senegal	Seychelles	Sierra Leone	Somalia	South Africa	South Sudan	Sudan	São Tomé and Principe	Togo	Tonga	Tunisia	Uganda	United Republic of Tanzania	Western Sahara	Zambia	Zimbabwe	Afghanistan	Armenia	Azerbaijan	Bangladesh	Bhutan	Cambodia	China	Georgia	India	Japan	Kazakhstan	Kyrgyzstan	Laos	Maldives	Mongolia	Myanmar	Nepal	North Korea	Pakistan	Russia	South Korea	Sri Lanka	Taiwan	Tajikistan	Thailand	Turkmenistan	Uzbekistan	Vietnam	Bahrain	Cyprus	Egypt	Iran	Iraq	Israel	Jordan	Kuwait	Lebanon	Northern Cyprus	Oman	Palestine	Qatar	Saudi Arabia	Syria	Turkey	United Arab Emirates	Yemen	Australia	Brunei	East Timor	Federated States of Micronesia	Fiji	Indonesia	Kiribati	Malaysia	Marshall Islands	Nauru	New Zealand	Palau	Papua New Guinea	Philippines	Samoa	Singapore	Solomon Islands	Tuvalu	Vanuatu	Arctic Ocean	Indian Ocean	North Atlantic	North Pacific	South Atlantic	South Pacific	Southern Ocean	Antarctica 
1939	-0.282421	-0.416111	-0.586018	-0.002905	-0.418188	-0.159296	-0.373444	-0.389227	-0.549082	1.095362	-0.430504	-0.543734	-0.373905	-0.555702	-0.423275	-0.172861	-0.514605	-0.330414	-0.316214	-0.407568	-0.406239	0.031080	0.473457	-0.226040	-0.123081	-0.075460	-0.031648	-0.241161	-0.010075	-0.399118	-0.400131	-0.196974	0.113350	-0.412535	-0.527288	-0.198757	-0.511089	0.188925	-0.328696	-0.097277	0.911424	0.192312	0.142699	0.436655	0.115211	0.160763	0.498315	0.793463	0.603093	-0.196115	0.114544	0.270097	0.366294	1.256597	0.247278	-0.207742	0.298928	0.867477	-0.219184	0.929845	0.077500	0.300097	0.086393	0.626293	-0.222505	0.220431	0.261585	0.393708	0.761699	-0.246478	0.353464	0.459342	-0.267786	0.445061	0.030945	-0.346437	0.593258	-0.271387	0.740403	0.299606	-0.297400	-0.328114	-0.146072	-0.623653	0.042536	-0.073132	-0.463112	-0.047415	0.108847	0.320461	0.125683	-0.135479	0.036295	-0.183754	0.109459	-0.603395	0.115744	-0.193502	-0.341120	-0.236109	-0.147867	-0.266514	-0.126289	0.163445	-0.379501	-0.122110	0.260336	0.077034	-0.264143	-0.089602	-0.167662	0.057802	-0.349169	-0.319300	-0.502052	0.237200	-0.033922	-0.169531	-0.074816	-0.302238	-0.185654	-0.081110	-0.053806	-0.350622	0.127853	0.340956	-0.185507	-0.208967	-0.835892	-0.026760	0.035769	0.053614	-0.144268	-0.291275	-0.680859	-0.009309	0.040914	0.150659	0.136536	0.053784	-0.406784	0.145452	0.051795	-0.179510	-0.187333	0.152018	0.095775	-0.256357	-0.153616	0.075980	-0.111237	-0.125674	0.477171	-0.216919	0.707850	0.271361	-0.171743	-0.502878	-0.135372	-0.371754	0.348933	0.305633	-0.245132	-0.455364	0.256382	0.281513	-0.099970	-0.305607	0.208668	0.036755	-0.409891	0.188269	0.242428	-0.591478	0.204466	-0.477365	-0.295433	-0.003431	0.223852	-0.560524	-0.361860	-0.411154	-0.294111	-0.593874	-0.041157	-0.859282	-0.302404	0.025530	-0.254072	-0.164635	-0.337347	-0.453862	-0.197237	-0.417864	-0.222845	-0.461304	-0.194263	-0.245287	-0.585548	-0.645954	0.298006	-0.075910	0.057594	-0.142836	0.056862	-0.037089	-0.535642	-9999	
1940	-0.003183	0.082306	-0.532097	0.910996	-0.078999	-0.369053	0.074575	0.046410	-0.288721	0.810514	0.082899	-0.267937	0.052322	-0.380569	0.017746	-0.034311	-0.253458	0.070505	0.009340	0.071020	0.066122	-0.509321	0.261354	-0.296768	0.234829	0.125982	-0.015441	0.162878	0.181776	0.091196	0.188082	-0.123930	0.217350	0.140694	0.119627	-0.072426	0.156096	-1.312227	-0.391890	-1.541427	-1.804604	-1.060530	-1.672421	-1.295488	-1.674299	-1.931756	-1.526557	-1.500901	-1.014640	-0.536354	-1.616287	-0.894904	-2.110979	0.232404	0.076947	-0.982860	-1.409736	-1.722083	-1.154393	-1.970707	-1.120832	-1.266906	-0.653963	-1.682135	-0.761395	-1.506066	-1.239653	-0.706005	-2.103289	0.083652	-1.721265	-1.849061	-1.285499	-2.166406	-1.511320	-0.085776	-1.266042	-0.998040	-1.503992	-0.258379	-0.132147	-0.131290	0.442801	0.192617	0.491198	0.160889	0.182426	0.043550	0.217348	0.300566	0.430834	0.028364	0.174486	-0.113592	0.193020	0.242216	0.331299	-0.144600	0.011364	0.421293	0.363585	0.089937	0.524574	0.346189	0.344198	0.537214	-0.064219	0.229858	-0.001627	0.280794	0.144180	0.143904	0.152481	0.184799	0.086567	0.334988	0.282421	-0.127001	0.149593	0.069269	0.090904	0.390402	0.316936	0.270634	0.415195	0.381008	-0.032164	0.409430	-0.694008	-0.366716	0.215622	0.180151	0.149214	0.019365	0.057777	0.564523	0.441452	0.435750	-0.148323	-0.164761	-0.023651	0.032046	0.182615	-0.281096	-0.289426	0.643519	0.569746	-0.205168	0.015276	-0.001734	-0.303949	-0.215968	-0.106908	0.104053	-0.189236	-0.327159	0.092932	-0.404999	0.487735	-0.083761	0.883093	0.876979	-0.148428	-0.011665	0.009861	0.019169	0.525780	0.206144	0.012787	0.005095	0.139683	0.055452	0.005186	-0.112804	0.021715	-0.055571	0.060070	0.073322	0.019617	-0.127520	0.068636	-0.036331	-0.167980	-0.873411	-0.375631	-0.507704	-0.272858	0.615541	-0.051830	-0.512577	-0.838160	-0.631549	-0.263432	-0.176105	-0.245274	0.009464	0.066730	-0.379410	-0.119646	-0.546762	1.084106	0.064136	0.172697	0.096609	-0.011292	-0.015103	-9999	-9999	
1941	0.188414	0.231682	0.028122	0.500631	0.425497	0.106573	0.206291	0.195488	0.145788	1.008196	0.150717	0.070166	0.224354	0.207438	0.233854	0.009262	0.306105	0.516214	0.227627	0.215322	0.194588	-0.087908	0.430857	-0.452737	0.221766	0.205393	-0.110625	0.416330	0.531723	0.305437	0.229479	-0.411459	0.440529	0.276024	0.139688	-0.635334	0.302160	-0.786910	-0.727743	-0.954799	-2.138658	-0.655000	-0.979356	-0.743652	-1.038136	-1.239924	-1.324255	-2.399857	-2.056970	-0.627934	-1.089691	-0.431103	-1.110065	1.182276	-0.192268	-0.790730	-0.876105	-2.292140	-0.750017	-2.113798	-0.753582	-0.753467	-0.360727	-1.403413	-0.974146	-0.914741	-0.754045	-1.020195	-1.623402	-0.368238	-0.945282	-1.118552	-0.999726	-1.304951	-1.099401	-0.535624	-1.458709	-0.851609	-1.617569	-0.355661	0.264912	0.477549	0.828463	0.625559	0.571312	0.556875	-0.139877	0.608234	0.695553	0.688765	0.524155	0.466274	0.578070	0.467657	0.482849	0.905935	0.534313	0.405565	0.369545	0.616127	0.550814	0.407896	0.554356	0.477140	0.598009	0.511402	0.124968	0.247908	0.436415	0.627893	0.381212	0.138525	0.067467	0.560595	0.802534	0.766962	0.742672	0.421881	0.548027	0.423405	0.391743	0.438663	0.433767	0.437912	0.534393	0.496254	0.437046	0.722818	-0.175014	-0.187765	0.482935	0.515045	0.095905	0.410343	0.509344	1.342935	0.155533	0.147832	0.099752	0.092973	0.596342	0.448981	-0.309507	0.484907	-0.367654	-0.029480	1.124475	0.396204	0.357775	0.226397	0.040771	0.535787	-0.276261	0.918533	-1.051298	-0.234906	0.327276	0.333664	1.090789	0.531721	1.171663	1.161884	0.372988	-0.092762	0.276762	0.245417	0.702831	-0.009644	0.257650	0.150244	-0.096598	0.306871	0.169233	0.128088	0.309608	-0.064663	0.042088	0.087732	-0.252502	0.135351	0.310490	-0.357178	0.375916	-0.473495	0.047131	-0.102827	0.069817	0.734634	0.423758	-0.119486	-0.251863	-0.569812	-0.165632	-0.403303	0.130299	0.275940	0.478752	-0.313972	0.043777	-0.136541	-0.224072	0.202807	0.132015	0.147563	-0.083299	-0.013304	-9999	-9999	
1942	0.095747	0.064777	-0.247272	0.626719	-0.011288	0.102842	0.083860	0.140671	-0.031324	0.298672	0.066334	0.011393	0.100819	-0.100294	0.192394	-0.003292	-0.026947	-0.090996	0.129196	0.079767	0.087402	0.010363	0.090729	-0.478555	-0.233614	-0.074293	-0.284875	0.031282	-0.039759	0.043516	0.039419	-0.736128	-0.072466	0.014244	0.086559	-0.364799	0.105055	-0.347741	0.024278	-0.516223	-2.148326	-0.670207	-0.526679	-1.055561	-0.470893	-0.952577	-1.553080	-2.188988	-1.507665	-0.261568	-0.949414	-0.456793	-0.974014	0.502704	-0.053365	-0.006045	-0.530641	-2.199664	-0.216620	-2.039467	-0.646781	-0.498599	0.072992	-1.875724	-0.160920	-0.479939	-0.945668	-1.042670	-1.349152	-0.051681	-0.785026	-1.344909	-0.075852	-1.069949	-0.303409	0.031398	-1.594367	-0.258212	-2.163949	-0.291457	0.416164	0.070049	0.518751	0.538420	0.253235	0.025818	-0.233780	0.455273	0.592218	0.402718	0.243862	0.266884	0.376030	0.251793	0.342319	0.262293	0.315430	0.269754	0.039106	0.218544	0.076593	0.041609	-0.020599	0.124025	0.149273	-0.082958	-0.093779	-0.078321	0.274296	0.302942	0.165531	-0.170259	0.072062	0.277565	0.199711	0.393803	0.588934	0.338812	0.019171	0.107386	0.075249	0.061522	0.246025	0.219337	0.613628	0.375675	0.231529	0.377838	-0.026810	0.291864	0.157187	0.004854	-0.030333	0.389811	0.511190	0.256001	-0.230121	-0.362098	0.055483	0.128516	-0.091526	0.242160	-0.656119	0.033121	-0.280609	-0.486498	0.034196	0.051306	-0.023069	0.027397	0.125555	0.219345	-0.156551	0.102272	-0.179590	-0.158674	0.100843	0.131241	0.094569	0.025949	0.156059	0.066038	0.040899	0.085640	-0.120806	0.027567	0.261641	-0.023981	-0.112865	-0.146280	0.126163	-0.073589	-0.167233	-0.149532	-0.101021	0.032423	0.024891	-0.121582	-0.424100	0.018433	0.269871	0.149395	0.104210	0.254549	-0.042837	-0.222219	0.162699	-0.570807	0.165514	-0.002918	0.079412	-0.267484	-0.124645	0.309025	-0.067444	0.015514	0.275955	0.111303	-0.026011	0.152945	0.446592	0.034619	0.182244	0.061404	-0.231409	-0.055847	-9999	-9999	
1943	-0.386372	-0.401945	-0.478802	0.353309	-0.330008	-0.207207	-0.396414	-0.284533	-0.285343	-0.686039	-0.365715	-0.430191	-0.274847	-0.276617	-0.117950	0.036913	-0.221203	-0.414948	-0.395985	-0.382521	-0.367737	-0.253569	0.161391	0.021247	-0.302216	-0.342268	0.120263	-0.471922	-0.100016	-0.378935	-0.377274	-0.470312	-0.051563	-0.429409	-0.346546	0.376076	-0.415821	0.515969	0.839665	0.569348	0.474541	0.610102	0.681108	-0.215796	0.608925	0.544832	0.789033	1.417549	1.709035	0.669893	0.692113	0.076675	0.305602	-0.308555	0.519654	0.866569	0.497941	1.133722	0.869066	0.857192	0.639773	0.322942	0.566366	-0.175347	0.989290	0.633463	0.521232	0.703850	0.562678	0.394506	0.453039	-0.021643	0.892528	0.249084	0.575482	0.510405	1.287231	0.837914	-0.143144	0.613562	-0.110466	-0.125607	0.018370	0.069246	-0.171198	0.018381	-0.266451	-0.077709	-0.028093	-0.267237	-0.274982	0.013947	0.023176	-0.158949	-0.428608	-0.231876	0.053993	-0.188646	-0.237923	-0.081263	-0.331944	-0.281345	-0.188484	0.202620	-0.642912	-0.345722	-0.193632	-0.390741	-0.045055	-0.438261	-0.310934	-0.635412	-0.151276	-0.103075	-0.024063	-0.345135	0.023140	-0.153276	0.047657	-0.209585	-0.249825	-0.284046	0.138351	-0.434479	0.103569	-0.439753	-0.209372	-0.035149	-0.045328	0.377020	0.182571	0.004786	-0.198767	0.162809	0.019768	-0.490531	-0.326605	-0.482680	-0.182251	-0.211822	-0.582743	0.161659	-0.460972	-0.318611	-0.293303	-0.734696	-0.496841	-0.478275	-0.346025	0.017547	-0.237207	-0.104032	0.442035	-0.151295	1.327223	-0.001307	-0.376255	-0.314367	-0.548759	-0.439299	-0.988753	-0.982576	-0.416811	-0.531790	-0.230234	-0.398222	-0.515697	-0.517893	-0.470604	-0.544472	-0.535730	-0.423365	-0.297997	-0.213900	-0.482357	-0.393742	-0.455568	-0.463478	-0.483446	-0.262486	-0.110685	-0.419062	-0.409178	-0.546530	-0.261793	-0.154310	-0.390919	-0.395033	-0.321461	-0.049576	-0.084644	-0.530677	-0.302969	-0.267977	-0.340218	-0.068794	-0.179686	-0.173840	0.020016	-0.100451	0.890005	-0.141034	-0.002893	0.128189	-0.251693	0.182000	-9999	-9999	
1944	-0.325762	-0.295063	-0.227509	1.072869	-0.338367	-0.092632	-0.309746	-0.305792	-0.304127	-0.636869	-0.258774	-0.165123	-0.280998	-0.290886	-0.131817	-0.236721	-0.358292	-0.243246	-0.336285	-0.279039	-0.264484	-0.153137	0.064550	0.486934	0.133465	-0.023918	0.282716	-0.204212	-0.053690	-0.155506	-0.292265	0.749020	-0.004240	-0.215904	-0.241949	0.479599	-0.235767	-0.310906	-0.146120	-0.309953	0.545912	-0.071704	-0.266875	-0.382071	-0.297572	-0.103080	0.405872	0.861438	1.127113	-0.100193	0.044070	-0.301121	-0.177442	-0.202179	0.238258	-0.264329	-0.320695	0.805988	-0.449213	0.725366	-0.078751	-0.378571	-0.242277	0.032637	-0.108010	-0.239707	0.094505	0.597501	0.343634	-0.004009	-0.296277	-0.218622	-0.445951	-0.113520	-0.330853	-0.206747	0.749090	-0.308946	0.308343	0.155632	-0.240242	0.329937	0.385172	0.193186	0.347300	0.036852	-0.011074	0.242998	-0.002577	-0.362019	0.055489	0.182468	0.324400	0.334435	0.152292	0.262705	0.246040	0.477028	0.245741	0.395536	0.182135	0.194616	0.282961	0.150690	0.269846	0.136251	-0.407091	-0.037672	0.123682	0.113832	0.069811	0.005793	-0.143482	0.148499	0.379971	-0.422474	0.271030	0.458815	-0.000401	0.235086	-0.072563	0.085613	0.243942	0.188063	0.036327	-0.076319	0.387585	0.424423	-0.270058	-0.193972	0.047258	0.057924	-0.071926	0.269815	0.237112	0.126225	0.284841	0.332311	-0.173090	-0.201240	-0.086512	-0.347687	0.189650	-0.334854	-0.592773	0.640841	-0.041535	0.081205	-0.120298	-0.822524	-0.057503	-0.412875	-0.169828	-0.399979	1.001717	-0.271895	-0.155262	-0.194061	0.079401	0.072977	0.623902	0.650003	-0.109316	-0.083416	-0.149347	-0.222616	0.286114	-0.074409	-0.260920	-0.223211	-0.130140	-0.194317	-0.137096	0.020948	-0.272097	0.041569	0.002432	-0.126818	-0.009212	0.133739	0.212900	-0.179363	-0.340755	-0.676554	0.082050	-0.287788	-0.277359	-0.133774	-0.218149	0.148170	-0.047878	-0.431743	-0.134161	-0.217527	-0.238533	-0.058432	-0.063187	-0.199844	-0.105648	-0.451754	0.948955	0.127189	0.223231	0.074079	0.036551	0.180799	-9999	-9999	
1945	-0.542383	-0.454403	0.052025	-0.077655	-0.214092	-0.118698	-0.617760	-0.521532	-0.228992	0.387281	-0.466053	0.128471	-0.493458	-0.260315	-0.293362	0.437778	-0.327648	-0.182343	-0.552839	-0.515638	-0.549196	-0.155645	-0.168111	0.505648	0.144533	-0.187815	0.419130	-0.167692	0.000114	-0.255590	-0.248512	0.453409	-0.009666	-0.212322	-0.485783	0.362118	-0.376179	0.098121	0.694374	0.450284	-0.517908	0.733692	0.277537	-0.115344	0.425531	0.568197	0.842031	-0.087464	-0.151820	0.568454	0.635164	0.055699	0.264317	1.124809	0.917691	0.564503	0.009232	-0.082138	0.359064	-0.013520	0.707867	0.002044	0.260689	-0.666454	0.637877	0.081640	0.701715	0.476265	0.299467	0.804081	0.039824	-0.305267	0.609709	0.301332	0.487994	0.865122	0.512498	0.567202	-1.088313	0.892186	0.264132	0.164812	0.299528	0.010893	0.004637	-0.043636	0.304485	0.276062	0.124537	-0.257526	0.019520	0.158550	0.280027	0.417486	-0.042210	-0.055040	0.233635	0.518335	0.354322	0.292923	0.026590	0.305841	0.074860	0.298960	0.326409	0.078823	-0.370117	-0.075645	-0.268709	0.009588	0.388126	-0.086428	0.715498	-0.342873	0.270357	-0.365217	0.031256	0.445280	-0.052494	0.258991	-0.120245	0.082573	0.309757	0.334543	0.033457	-0.417559	0.412174	0.432268	-0.177879	0.438017	0.104280	-0.057585	0.593388	-0.070906	-0.406578	-0.340556	-1.047448	-1.067238	-0.356844	-0.305196	-0.349831	-0.001104	-1.294007	-0.536501	-1.144341	-1.035221	-0.785988	-0.314974	-0.180336	-0.289257	-0.180056	-0.469959	-0.918827	-0.470474	0.027911	-0.816111	-0.102171	-0.547447	-0.885819	-0.201002	-0.721916	-0.917419	-0.348885	-0.464140	-0.331835	-0.697779	-0.472216	-0.803146	-0.732628	-0.768303	-0.631319	-0.510542	-0.361998	-0.231991	-0.686689	-0.380159	-0.274782	-0.642521	-0.703332	-0.356300	0.155581	-0.115921	-0.148634	-0.278856	-0.051540	-0.290306	-0.193981	-0.285587	-0.128826	-0.154062	-0.144609	-0.694098	-0.153173	-0.176149	-0.229895	-0.005562	-0.137106	-0.143604	-0.090006	-0.202038	0.510728	-0.005561	0.248557	0.076481	-0.158245	0.151930	-9999	-9999	
1946	-0.251356	-0.363844	0.293842	-0.088431	0.061810	0.259941	-0.346779	-0.243387	0.255949	0.969681	-0.398949	0.311890	-0.212622	0.233355	-0.016991	0.377916	0.156433	-0.024511	-0.312382	-0.415018	-0.446712	0.373512	0.351667	-0.279710	0.172058	0.034899	-0.149602	-0.128521	-0.024399	-0.094593	-0.327250	-0.207253	-0.018015	-0.210888	-0.393881	-0.204170	-0.441011	0.704535	-0.105761	0.538514	0.138255	-0.185951	0.827660	0.508698	0.719503	0.299649	-0.019547	0.002306	0.513664	-0.098574	0.091561	0.600878	0.681369	1.177766	0.017149	0.517292	0.764758	-0.005222	0.477069	0.040613	-0.134935	0.704457	0.549782	0.417833	0.269480	0.795115	-0.174917	0.563287	0.167941	-0.290634	0.775858	0.590397	0.672908	0.479882	0.659665	-0.277545	0.562717	0.295659	0.324144	0.080241	0.218548	0.358807	0.033072	0.390339	-0.073309	0.088896	-0.020927	0.130510	-0.023022	-0.014137	0.216028	0.085022	-0.117495	0.032419	-0.165533	0.281656	0.029919	-0.003052	-0.106468	0.090963	-0.165014	-0.153818	-0.066544	0.198036	0.345933	-0.031343	0.352476	0.008287	-0.110495	-0.093790	-0.308361	0.041260	-0.241028	-0.032721	0.504440	0.047152	0.015074	0.037317	0.108562	-0.111217	-0.003195	-0.070625	0.063614	0.262371	-0.069891	-0.229469	0.089312	0.151762	-0.015093	0.704556	0.091164	0.232214	-0.629667	0.211674	0.160168	0.394099	-0.507436	-0.417083	-0.123190	0.144263	0.133282	0.481357	-0.407012	-0.040220	0.084511	-0.216510	0.083033	0.390059	0.003511	0.220606	0.136335	0.027669	0.329153	0.416658	-0.422847	0.137416	-0.003748	0.339060	0.271647	0.060484	-0.056884	0.079104	0.441872	0.008461	0.248434	0.100744	-0.171789	-0.409611	-0.011059	-0.141008	-0.369303	0.082167	0.222738	-0.146542	-0.001678	-0.015726	-0.211792	-0.116104	0.060382	-0.166119	-0.094080	-0.472303	0.174692	-0.310167	-0.210436	-0.078979	-0.036579	0.269520	0.077032	-0.112749	-0.157282	-0.425277	0.057089	-0.375942	0.075167	0.111391	0.046131	-0.236675	0.048367	-0.008091	0.138275	-0.060611	0.071423	-0.042793	-0.276606	-0.139386	-0.397790	-9999	
1947	0.038706	-0.091276	0.522495	0.575350	0.085796	0.257992	0.000814	0.167213	0.401457	1.963837	-0.163240	0.319550	0.150934	0.413214	0.143681	-0.042620	0.259647	-0.054369	0.016323	-0.110014	-0.128626	0.270485	0.005339	-0.124681	-0.349491	-0.229631	-0.071344	-0.034891	-0.046251	-0.059866	-0.124487	-0.429810	-0.077160	-0.083378	-0.243420	-0.408600	-0.168411	0.684331	0.945314	0.551037	-0.466909	0.516573	0.614037	0.209668	0.550683	0.161251	-0.397421	-0.661026	-0.336635	0.771121	0.208716	0.636563	0.279770	0.281104	-0.096684	0.783688	0.535371	-0.626752	0.909541	-0.632484	0.661457	0.547861	1.026039	-0.288271	0.613926	0.628211	0.149143	-0.182794	-0.342945	0.436551	0.410984	-0.014273	0.733671	0.077951	0.485303	0.730768	-0.308441	0.927727	-0.259559	0.068714	0.637423	0.312294	0.404119	0.571566	0.546324	-0.048174	-0.186638	0.334961	0.258091	0.290276	0.041599	0.104977	0.151869	0.303467	0.152742	0.226576	0.060995	0.336767	-0.010822	0.355467	0.124981	-0.023432	0.257126	-0.055542	0.273079	0.137520	0.583033	-0.053694	-0.043196	0.360130	0.201878	-0.146904	0.411205	0.124092	0.275799	0.373432	0.324062	0.299494	-0.060516	0.026821	0.032267	0.070194	0.020170	0.314632	-0.065834	0.119991	0.364986	0.421629	0.090996	1.065262	-0.152357	-0.113586	0.185621	0.254171	0.498798	0.828678	0.617481	0.434359	0.043612	0.116890	0.071852	-0.105369	0.471079	0.106936	-0.934891	0.025704	0.337466	0.075655	0.057320	-1.431459	0.155245	0.324304	-1.843136	0.594133	0.064507	-1.386720	-0.068552	-0.474234	0.566779	0.172281	0.701613	0.549477	-0.024902	0.436501	0.799154	0.365816	0.581858	0.698704	0.664684	0.673306	0.556925	0.836239	0.805153	-0.038904	0.727859	0.308496	0.257751	0.864986	0.701533	0.094738	0.056219	-0.124109	0.174583	0.111620	0.197256	0.145006	0.209986	-0.004318	0.128674	0.130032	0.428766	-0.240863	0.400621	0.296070	0.201023	0.302553	0.135689	0.409306	0.356323	0.372362	1.236328	-0.192409	0.016478	-0.072564	-0.071530	0.114130	-0.321476	-9999	
1948	-0.051741	-0.182974	0.233419	0.054818	0.071310	0.551382	-0.142469	0.250132	0.090944	-0.483349	-0.221376	0.156771	0.343647	0.122129	0.177326	0.275106	0.085997	0.089128	-0.021984	-0.178331	-0.180748	0.743729	-0.339238	-0.105240	-0.048048	-0.107038	-0.233841	0.054600	0.037628	-0.266981	-0.291666	0.322672	-0.053034	-0.291656	-0.271482	-0.258022	-0.186424	-0.080503	0.727822	0.677704	0.727964	0.650844	0.174921	-0.310223	0.336336	0.718484	0.719606	0.838730	0.971670	0.416792	0.823256	-0.335503	0.330762	0.343115	0.494625	0.355811	-0.059364	0.874991	0.833803	0.948867	0.628888	-0.148586	0.095926	-0.131401	0.621277	-0.005116	0.690383	0.300022	0.742579	1.009342	0.085528	-0.044061	0.387395	0.395945	0.417565	0.791890	0.806470	0.678649	0.155156	0.517130	-0.019140	0.099983	-0.127012	-0.031872	-0.058144	0.002697	-0.082994	-0.026335	-0.030392	-0.300789	0.226326	0.030521	0.162806	0.021402	-0.175209	0.096218	-0.037971	0.016348	-0.190514	-0.046412	-0.283161	-0.308529	-0.126852	-0.006798	0.036669	-0.223625	-0.479811	0.118639	0.156912	-0.154253	-0.152382	0.014879	0.355776	0.132479	0.029072	-0.417698	-0.199745	-0.013205	-0.004580	-0.282171	-0.267632	-0.297647	0.041679	-0.038055	-0.176344	-0.567741	0.015665	-0.026171	-0.166788	0.236465	-0.019258	0.140394	0.107685	0.135900	0.040171	0.157962	-0.363311	-0.298148	-0.201860	-0.306149	-0.212175	0.210920	-0.406983	0.017740	0.523727	0.628869	-0.342376	-0.161602	-0.066523	0.238419	-0.337442	-0.103312	0.336123	0.034775	1.068644	0.336485	0.122561	0.092010	-0.344003	-0.211096	0.180572	0.215549	-0.086821	-0.497717	-0.625805	-0.836397	-0.098181	-0.741701	-0.786459	-0.809042	-0.738413	-0.653891	-0.635303	0.038628	-0.756603	-0.274776	-0.494911	-0.649525	-0.672283	-0.008234	0.062290	-0.245411	-0.162148	-0.232035	-0.065126	-0.129217	-0.060163	0.014011	-0.111147	-0.083750	-0.070354	0.003247	0.306797	0.191385	-0.112011	-0.025185	-0.011303	-0.024696	-0.025158	0.173559	-0.540474	-0.146040	0.095530	-0.024165	-0.253591	-0.089954	-0.645170	-9999	
1949	-0.437733	-0.378414	-0.123535	-0.001136	-0.651987	0.074348	-0.392075	-0.144354	-0.281027	-0.800503	-0.341286	-0.044090	-0.047394	-0.346346	-0.213785	0.162386	-0.491165	-0.462072	-0.441315	-0.374102	-0.367678	0.307068	0.069652	-0.081614	-0.279045	-0.221687	-0.170900	-0.190977	-0.194117	-0.379488	-0.403145	-0.102995	-0.239767	-0.397667	-0.315929	-0.195293	-0.345772	-0.217581	1.072045	0.726388	1.231297	0.850627	0.042665	-0.385503	0.402569	0.817009	1.283370	1.867025	1.664774	0.822719	0.952289	-0.523860	0.509882	-0.475200	1.014659	0.565139	-0.286986	1.752488	0.810087	1.649783	0.855322	-0.365632	0.145260	0.180051	0.971359	-0.191408	0.838101	0.947898	1.058700	0.986913	-0.101412	0.010664	0.555421	0.627655	0.582071	0.828082	1.503946	0.931750	0.384799	1.048410	0.062698	0.107780	0.419411	0.461185	0.422562	0.221458	-0.077677	0.201462	0.112837	-0.262011	-0.007215	0.225439	-0.016533	0.409678	-0.264921	0.044519	0.040457	0.446724	0.012541	0.313131	-0.060926	0.040377	0.113483	0.214361	0.386098	-0.070583	-0.737795	0.135529	0.459402	0.210745	-0.061415	-0.284447	0.342085	0.213568	0.363865	-0.030983	0.254601	0.372927	0.187883	-0.009527	0.222141	-0.125629	0.165876	0.368574	-0.034803	-0.588137	0.446690	0.391653	-0.019573	0.072010	0.171799	0.401087	0.076153	0.587633	0.475824	-0.841454	-0.887283	-1.047709	-0.509607	-0.285306	0.014847	0.065149	-0.906852	-0.131065	-0.170930	-0.862159	-1.151997	-0.068628	-0.154531	-0.039584	-0.332741	-0.208425	0.169507	-0.240942	0.508496	-0.018683	-0.167019	0.124132	-1.147448	-0.088667	-1.431560	-1.454691	-0.011003	-0.772825	-0.856340	-1.104692	-0.973795	-1.067135	-1.077047	-1.128933	-0.933180	-0.927635	-0.871914	-0.208710	-1.046003	-0.599371	-0.720186	-0.975239	-1.006670	-0.383114	-0.160738	-0.733503	-0.117046	-0.598547	-0.108862	-0.074093	-0.160767	-0.172623	-0.141726	-0.279268	-0.038645	-0.274874	0.007231	0.260828	-0.161644	0.140945	-0.083714	-0.053902	0.041519	-0.018053	0.024548	-0.083832	0.105085	-0.178771	-0.154492	0.002359	-0.751227	-9999	
